Filnavn,Dato,Verdi_1,Verdi_2,Verdi_3,Verdi_4,Verdi_5,Verdi_6,Verdi_7,Verdi_8
Dagsalgsrapportmai23.pdf,30,9,404,"62,08",6870,651,11066,4088,15154
Dagsalgsrapportmai23.pdf,17,8,323,"59,42",12614,544,21230,606,21835
Dagsalgsrapportmai23.pdf,10,468,"61,99",11220,754,18101,3799,21900,24
Dagsalgsrapportmai23.pdf,9,290,"53,41",6965,543,13040,361,13401,24
Dagsalgsrapportmai23.pdf,11,315,"53,44",10711,590,20045,3271,23316,34
Dagsalgsrapportmai23.pdf,10,263,"54,26",15757,484,29042,502,29545,60
Dagsalgsrapportmai23.pdf,12,368,"57,90",16202,636,27981,3544,31525,44
Dagsalgsrapportmai23.pdf,11,307,"55,86",20881,550,37380,1256,38636,68
Dagsalgsrapportmai23.pdf,13,302,"52,41",26905,577,51338,6801,58139,89
Dagsalgsrapportmai23.pdf,12,288,"57,77",27322,498,47293,2144,49437,95
Dagsalgsrapportmai23.pdf,14,315,"54,59",18871,576,34568,7009,41577,60
Dagsalgsrapportmai23.pdf,13,15,14,312,"60,73",37399,513,61582,2767
Dagsalgsrapportmai23.pdf,16,457,"63,25",31562,723,49897,9715,59612,69
Dagsalgsrapportmai23.pdf,15,17,413,"63,85",43748,646,68515,5573,74088
Dagsalgsrapportmai23.pdf,16,281,"55,35",6743,508,12182,524,12706,24
Dagsalgsrapportmai23.pdf,18,17,381,"56,73",8768,672,15454,518,15972
Dagsalgsrapportmai23.pdf,23,19,18,317,"58,91",6659,538,11304,145
Dagsalgsrapportmai23.pdf,21,20,476,"62,19",17619,766,28330,6494,34825
Dagsalgsrapportmai23.pdf,19,275,"56,16",12355,489,22001,687,22688,45
Dagsalgsrapportmai23.pdf,21,485,"61,49",10664,788,17342,3402,20745,22
Dagsalgsrapportmai23.pdf,20,22,21,330,"58,66",5273,562,8989,706
Dagsalgsrapportmai23.pdf,16,23,415,"60,02",7470,691,12446,898,13343
Dagsalgsrapportmai23.pdf,18,22,361,"57,54",11185,627,19439,260,19699
Dagsalgsrapportmai23.pdf,31,24,388,"60,39",8154,643,13503,1492,14995
Dagsalgsrapportmai23.pdf,21,23,322,"57,00",11590,565,20334,638,20972
Dagsalgsrapportmai23.pdf,25,503,"59,18",11072,850,18710,1830,20540,22
Dagsalgsrapportmai23.pdf,24,26,422,"60,16",10548,701,17532,2338,19870
Dagsalgsrapportmai23.pdf,25,25,319,"58,71",14034,543,23905,632,24537
Dagsalgsrapportmai23.pdf,27,428,"62,52",17111,684,27368,3134,30502,40
Dagsalgsrapportmai23.pdf,26,364,"58,16",7644,626,13144,567,13711,21
Dagsalgsrapportmai23.pdf,28,390,"62,11",10521,627,16938,4397,21335,27
Dagsalgsrapportmai23.pdf,27,29,28,345,"59,99",5176,575,8628,472
Dagsalgsrapportmai23.pdf,15,30,29,373,"57,79",8950,645,15486,707
Dagsalgsrapportmai23.pdf,24,31,399,"54,90",16375,727,29826,1526,31352
Dagsalgsrapportmai23.pdf,30,348,"59,19",7646,587,12918,5271,18190,22
Dagsalgsrapportmai23.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,313,"57,51",295821,544,514344,16880
Dagsalgsrapportmai23.pdf,23,"-0,42",-2414,12,Rek,"-0,43",-2246,-9,"-0,45"
Dagsalgsrapportmai23.pdf,15,C+S,,,,,,,
Dagsalgsrapportmai24.pdf,1,Side,10:17,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportmai24.pdf,1,456,"60,26",14135,757,23455,3290,26746,31
Dagsalgsrapportmai24.pdf,2,366,"62,03",7315,590,11792,598,12390,20
Dagsalgsrapportmai24.pdf,3,1,428,"64,68",14110,661,21814,4949,26762
Dagsalgsrapportmai24.pdf,4,432,"58,90",19016,734,32285,3489,35774,44
Dagsalgsrapportmai24.pdf,2,462,"62,94",8309,733,13202,3764,16966,18
Dagsalgsrapportmai24.pdf,5,350,"59,45",15393,588,25894,4437,30330,44
Dagsalgsrapportmai24.pdf,3,440,"62,31",16734,707,26858,3775,30633,38
Dagsalgsrapportmai24.pdf,6,376,"58,31",18421,645,31594,2787,34381,49
Dagsalgsrapportmai24.pdf,4,7,5,404,"62,08",6870,651,11066,4088
Dagsalgsrapportmai24.pdf,17,8,390,"58,78",13643,663,23212,4250,27462
Dagsalgsrapportmai24.pdf,6,468,"61,99",11220,754,18101,3799,21900,24
Dagsalgsrapportmai24.pdf,9,406,"61,10",9345,665,15294,2542,17835,23
Dagsalgsrapportmai24.pdf,7,315,"53,44",10711,590,20045,3271,23316,34
Dagsalgsrapportmai24.pdf,10,411,"56,71",11502,724,20282,2999,23282,28
Dagsalgsrapportmai24.pdf,8,368,"57,90",16202,636,27981,3544,31525,44
Dagsalgsrapportmai24.pdf,11,9,302,"52,41",26905,577,51338,6801,58139
Dagsalgsrapportmai24.pdf,12,397,"58,79",27400,675,46609,5183,51792,69
Dagsalgsrapportmai24.pdf,10,315,"54,59",18871,576,34568,7009,41577,60
Dagsalgsrapportmai24.pdf,13,397,"60,45",15094,657,24970,3106,28075,38
Dagsalgsrapportmai24.pdf,11,14,12,457,"63,25",31562,723,49897,9715
Dagsalgsrapportmai24.pdf,15,346,"60,60",14882,571,24558,1021,25578,43
Dagsalgsrapportmai24.pdf,13,413,"63,85",43748,646,68515,5573,74088,106
Dagsalgsrapportmai24.pdf,16,376,"59,47",19920,632,33494,3920,37414,53
Dagsalgsrapportmai24.pdf,14,17,400,"59,98",30392,667,50667,8054,58722
Dagsalgsrapportmai24.pdf,15,18,378,"58,73",44222,644,75291,5490,80782
Dagsalgsrapportmai24.pdf,16,476,"62,19",17619,766,28330,6494,34825,37
Dagsalgsrapportmai24.pdf,19,17,485,"61,49",10664,788,17342,3402,20745
Dagsalgsrapportmai24.pdf,22,20,357,"60,52",15714,590,25966,5027,30993
Dagsalgsrapportmai24.pdf,18,21,19,415,"60,02",7470,691,12446,898
Dagsalgsrapportmai24.pdf,18,22,20,388,"60,39",8154,643,13503,1492
Dagsalgsrapportmai24.pdf,21,23,431,"56,54",10348,763,18301,2426,20726
Dagsalgsrapportmai24.pdf,24,21,503,"59,18",11072,850,18710,1830,20540
Dagsalgsrapportmai24.pdf,22,24,412,"57,31",11128,719,19418,2560,21978
Dagsalgsrapportmai24.pdf,27,22,422,"60,16",10548,701,17532,2338,19870
Dagsalgsrapportmai24.pdf,25,25,366,"57,50",15000,636,26088,4614,30702
Dagsalgsrapportmai24.pdf,23,428,"62,52",17111,684,27368,3134,30502,40
Dagsalgsrapportmai24.pdf,26,341,"58,62",16049,583,27379,4158,31538,47
Dagsalgsrapportmai24.pdf,24,390,"62,11",10521,627,16938,4397,21335,27
Dagsalgsrapportmai24.pdf,27,400,"57,73",15200,693,26330,6282,32612,38
Dagsalgsrapportmai24.pdf,25,28,26,29,349,"58,64",15696,595,26765
Dagsalgsrapportmai24.pdf,27,399,"54,90",16375,727,29826,1526,31352,41
Dagsalgsrapportmai24.pdf,30,328,"59,83",8197,548,13701,3620,17321,25
Dagsalgsrapportmai24.pdf,28,348,"59,19",7646,587,12918,5271,18190,22
Dagsalgsrapportmai24.pdf,31,316,"57,58",5681,548,9866,2055,11922,18
Dagsalgsrapportmai24.pdf,29,304,"54,51",5474,558,10042,3538,13581,18
Dagsalgsrapportmai24.pdf,30,374,"57,94",14194,645,24498,3292,27790,38
Dagsalgsrapportmai24.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,401,"59,96",343872,668,573545,90958
Dagsalgsrapportmai24.pdf,12,"-0,14",-901,5,Rek,"-0,45",-2581,-14,"-0,95"
Dagsalgsrapportmai25.pdf,1,Side,10:28,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportmai25.pdf,1,432,"58,90",19016,734,32285,3489,35774,44
Dagsalgsrapportmai25.pdf,2,1,350,"59,45",15393,588,25894,4437,30330
Dagsalgsrapportmai25.pdf,3,348,"55,06",20889,632,37935,5175,43110,60
Dagsalgsrapportmai25.pdf,2,376,"58,31",18421,645,31594,2787,34381,49
Dagsalgsrapportmai25.pdf,4,423,"60,26",14808,702,24573,1507,26080,35
Dagsalgsrapportmai25.pdf,3,5,4,390,"58,78",13643,663,23212,4250
Dagsalgsrapportmai25.pdf,6,432,"59,66",13393,724,22448,2792,25240,31
Dagsalgsrapportmai25.pdf,5,406,"61,10",9345,665,15294,2542,17835,23
Dagsalgsrapportmai25.pdf,7,496,"60,34",11410,822,18910,786,19695,23
Dagsalgsrapportmai25.pdf,6,411,"56,71",11502,724,20282,2999,23282,28
Dagsalgsrapportmai25.pdf,8,313,"53,86",8449,581,15686,3641,19327,27
Dagsalgsrapportmai25.pdf,7,9,418,"59,65",7517,700,12602,5750,18352
Dagsalgsrapportmai25.pdf,18,8,397,"58,79",27400,675,46609,5183,51792
Dagsalgsrapportmai25.pdf,10,395,"52,47",12232,752,23313,3919,27232,31
Dagsalgsrapportmai25.pdf,9,397,"60,45",15094,657,24970,3106,28075,38
Dagsalgsrapportmai25.pdf,11,330,"55,40",20113,595,36305,2525,38830,61
Dagsalgsrapportmai25.pdf,10,12,11,346,"60,60",14882,571,24558,1021
Dagsalgsrapportmai25.pdf,13,375,"54,99",19886,682,36161,4062,40222,53
Dagsalgsrapportmai25.pdf,12,376,"59,47",19920,632,33494,3920,37414,53
Dagsalgsrapportmai25.pdf,14,300,"53,65",15316,560,28548,2616,31164,51
Dagsalgsrapportmai25.pdf,13,400,"59,98",30392,667,50667,8054,58722,76
Dagsalgsrapportmai25.pdf,15,336,"54,10",19151,621,35401,4172,39573,57
Dagsalgsrapportmai25.pdf,14,378,"58,73",44222,644,75291,5490,80782,117
Dagsalgsrapportmai25.pdf,16,329,"52,01",28919,632,55601,3162,58763,88
Dagsalgsrapportmai25.pdf,15,17,328,"53,53",43298,613,80890,7609,88498
Dagsalgsrapportmai25.pdf,16,357,"60,52",15714,590,25966,5027,30993,44
Dagsalgsrapportmai25.pdf,18,17,19,18,20,365,"55,64",11689,656
Dagsalgsrapportmai25.pdf,19,431,"56,54",10348,763,18301,2426,20726,24
Dagsalgsrapportmai25.pdf,21,353,"55,26",19415,639,35134,2965,38099,55
Dagsalgsrapportmai25.pdf,20,412,"57,31",11128,719,19418,2560,21978,27
Dagsalgsrapportmai25.pdf,22,327,"49,77",11774,657,23655,1956,25611,36
Dagsalgsrapportmai25.pdf,21,366,"57,50",15000,636,26088,4614,30702,41
Dagsalgsrapportmai25.pdf,23,332,"53,23",12302,625,23110,5542,28652,37
Dagsalgsrapportmai25.pdf,22,341,"58,62",16049,583,27379,4158,31538,47
Dagsalgsrapportmai25.pdf,24,347,"57,77",12841,601,22227,3885,26112,37
Dagsalgsrapportmai25.pdf,23,400,"57,73",15200,693,26330,6282,32612,38
Dagsalgsrapportmai25.pdf,25,346,"53,55",13163,647,24582,2323,26905,38
Dagsalgsrapportmai25.pdf,24,26,25,349,"58,64",15696,595,26765,3340
Dagsalgsrapportmai25.pdf,27,282,"51,86",9295,543,17922,5318,23240,33
Dagsalgsrapportmai25.pdf,26,328,"59,83",8197,548,13701,3620,17321,25
Dagsalgsrapportmai25.pdf,28,351,"55,83",12620,628,22604,3253,25857,36
Dagsalgsrapportmai25.pdf,27,316,"57,58",5681,548,9866,2055,11922,18
Dagsalgsrapportmai25.pdf,29,279,"49,25",8087,566,16420,5861,22281,29
Dagsalgsrapportmai25.pdf,28,304,"54,51",5474,558,10042,3538,13581,18
Dagsalgsrapportmai25.pdf,30,29,374,"57,94",14194,645,24498,3292,27790
Dagsalgsrapportmai25.pdf,31,338,"56,22",15541,601,27646,5137,32782,46
Dagsalgsrapportmai25.pdf,30,325,"54,74",8446,593,15430,1382,16811,26
Dagsalgsrapportmai25.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,378,"58,80",371911,643,632501,88191
Dagsalgsrapportmai25.pdf,5,"-0,81",-5553,20,Rek,"-1,01",-6389,-33,"-0,31"
Dagsalgsrapportmars23.pdf,1,Side,10:07,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportmars23.pdf,14,1,169,"43,00",1012,392,2354,411,2765
Dagsalgsrapportmars23.pdf,6,2,112,"29,35",5041,382,17173,991,18164
Dagsalgsrapportmars23.pdf,1,238,"45,25",2141,526,4732,157,4889,9
Dagsalgsrapportmars23.pdf,3,72,"22,50",3174,321,14108,363,14471,44
Dagsalgsrapportmars23.pdf,2,147,"38,76",1917,380,4946,724,5670,13
Dagsalgsrapportmars23.pdf,4,-56,"-22,18",-15483,253,69799,1702,71502,276
Dagsalgsrapportmars23.pdf,3,195,"46,89",4686,416,9994,634,10627,24
Dagsalgsrapportmars23.pdf,5,-16,"-6,02",-1830,262,30398,1684,32082,116
Dagsalgsrapportmars23.pdf,4,6,1,1,5,336,"52,55",3020,639
Dagsalgsrapportmars23.pdf,9,7,6,141,"36,25",1547,388,4268,814
Dagsalgsrapportmars23.pdf,11,8,220,"54,86",7052,402,12854,1218,14072
Dagsalgsrapportmars23.pdf,7,240,"47,24",4551,507,9633,254,9887,19
Dagsalgsrapportmars23.pdf,9,243,"52,65",7783,462,14782,4279,19062,32
Dagsalgsrapportmars23.pdf,8,208,"42,67",2710,488,6350,305,6655,13
Dagsalgsrapportmars23.pdf,10,165,"40,08",3634,412,9066,1314,10380,22
Dagsalgsrapportmars23.pdf,9,184,"44,52",3309,413,7433,160,7593,18
Dagsalgsrapportmars23.pdf,11,303,"57,94",9706,523,16750,1888,18638,32
Dagsalgsrapportmars23.pdf,10,207,"48,15",5601,431,11631,520,12151,27
Dagsalgsrapportmars23.pdf,12,315,"54,51",6924,577,12702,3425,16127,22
Dagsalgsrapportmars23.pdf,11,13,12,200,"47,31",4596,422,9714,337
Dagsalgsrapportmars23.pdf,23,14,425,"57,75",2123,735,3676,245,3921
Dagsalgsrapportmars23.pdf,5,13,195,"43,13",4096,452,9498,250,9747
Dagsalgsrapportmars23.pdf,21,15,555,"61,72",3330,899,5395,1546,6941
Dagsalgsrapportmars23.pdf,6,14,220,"43,49",5719,506,13150,302,13453
Dagsalgsrapportmars23.pdf,26,16,442,"60,83",6635,727,10908,2094,13002
Dagsalgsrapportmars23.pdf,15,15,282,"48,94",9601,577,19618,523,20141
Dagsalgsrapportmars23.pdf,17,437,"60,99",4367,716,7160,2100,9260,10
Dagsalgsrapportmars23.pdf,16,268,"46,30",9653,579,20849,601,21450,36
Dagsalgsrapportmars23.pdf,18,443,"61,26",4430,723,7232,990,8222,10
Dagsalgsrapportmars23.pdf,17,235,"47,74",12460,492,26102,862,26964,53
Dagsalgsrapportmars23.pdf,19,453,"61,73",7252,734,11747,2055,13802,16
Dagsalgsrapportmars23.pdf,18,20,19,333,"60,28",4334,553,7190,86
Dagsalgsrapportmars23.pdf,13,21,441,"59,12",5292,746,8951,2798,11750
Dagsalgsrapportmars23.pdf,12,20,394,"58,28",4331,676,7431,207,7638
Dagsalgsrapportmars23.pdf,11,22,375,"63,68",5622,589,8828,1686,10514
Dagsalgsrapportmars23.pdf,15,21,308,"58,85",5242,524,8907,182,9090
Dagsalgsrapportmars23.pdf,17,23,413,"61,80",2889,668,4674,935,5610
Dagsalgsrapportmars23.pdf,7,22,412,"58,65",7009,703,11950,717,12667
Dagsalgsrapportmars23.pdf,17,24,158,"32,22",5834,489,18105,2602,20706
Dagsalgsrapportmars23.pdf,23,359,"59,57",8257,603,13862,198,14059,23
Dagsalgsrapportmars23.pdf,25,160,"35,46",3674,450,10360,2614,12974,23
Dagsalgsrapportmars23.pdf,24,352,"58,74",13733,599,23378,772,24150,39
Dagsalgsrapportmars23.pdf,26,138,"32,50",4837,425,14884,3510,18394,35
Dagsalgsrapportmars23.pdf,25,27,26,402,"58,10",10447,692,17980,783
Dagsalgsrapportmars23.pdf,26,28,436,"66,58",2181,655,3276,502,3778
Dagsalgsrapportmars23.pdf,5,27,358,"63,08",3578,567,5672,428,6100
Dagsalgsrapportmars23.pdf,10,29,514,"65,79",4627,781,7033,1334,8367
Dagsalgsrapportmars23.pdf,9,28,389,"57,49",7396,677,12865,320,13185
Dagsalgsrapportmars23.pdf,19,30,550,"68,02",2201,809,3236,642,3878
Dagsalgsrapportmars23.pdf,4,29,393,"58,64",7075,670,12066,420,12486
Dagsalgsrapportmars23.pdf,18,31,569,"65,40",2274,869,3477,600,4077
Dagsalgsrapportmars23.pdf,4,30,437,"54,55",6984,800,12803,1621,14424
Dagsalgsrapportmars23.pdf,16,31,-----------------------------------------------------------------,-----------------------------------------------------------------,273,"51,40",149838,531,291512
Dagsalgsrapportmars23.pdf,18,"-1,10",-3767,11,Rek,"-1,12",-3286,-10,"-1,92"
Dagsalgsrapportmars24.pdf,1,Side,10:16,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportmars24.pdf,1,72,"22,50",3174,321,14108,363,14471,44
Dagsalgsrapportmars24.pdf,2,-56,"-22,18",-15483,253,69799,1702,71502,276
Dagsalgsrapportmars24.pdf,3,146,"31,48",5124,465,16278,2374,18652,35
Dagsalgsrapportmars24.pdf,1,-16,"-6,02",-1830,262,30398,1684,32082,116
Dagsalgsrapportmars24.pdf,4,137,"31,61",5607,433,17737,5904,23641,41
Dagsalgsrapportmars24.pdf,2,1,1,5,3,6,106,"28,47",3078
Dagsalgsrapportmars24.pdf,29,4,220,"54,86",7052,402,12854,1218,14072
Dagsalgsrapportmars24.pdf,7,154,"33,47",3230,460,9650,1587,11238,21
Dagsalgsrapportmars24.pdf,5,243,"52,65",7783,462,14782,4279,19062,32
Dagsalgsrapportmars24.pdf,8,220,"43,91",4174,500,9506,302,9808,19
Dagsalgsrapportmars24.pdf,6,165,"40,08",3634,412,9066,1314,10380,22
Dagsalgsrapportmars24.pdf,9,321,"47,56",5131,674,10788,1283,12071,16
Dagsalgsrapportmars24.pdf,7,303,"57,94",9706,523,16750,1888,18638,32
Dagsalgsrapportmars24.pdf,10,273,"45,72",9274,597,20282,2402,22684,34
Dagsalgsrapportmars24.pdf,8,315,"54,51",6924,577,12702,3425,16127,22
Dagsalgsrapportmars24.pdf,11,304,"48,51",5161,626,10639,1652,12291,17
Dagsalgsrapportmars24.pdf,9,12,10,425,"57,75",2123,735,3676,245
Dagsalgsrapportmars24.pdf,5,13,297,"49,52",5347,600,10798,1027,11825
Dagsalgsrapportmars24.pdf,18,11,555,"61,72",3330,899,5395,1546,6941
Dagsalgsrapportmars24.pdf,6,14,242,"43,15",4841,561,11220,-457,10763
Dagsalgsrapportmars24.pdf,20,12,442,"60,83",6635,727,10908,2094,13002
Dagsalgsrapportmars24.pdf,15,15,279,"45,89",4743,608,10336,3429,13765
Dagsalgsrapportmars24.pdf,17,13,437,"60,99",4367,716,7160,2100,9260
Dagsalgsrapportmars24.pdf,10,16,196,"41,91",8805,467,21009,607,21616
Dagsalgsrapportmars24.pdf,14,443,"61,26",4430,723,7232,990,8222,10
Dagsalgsrapportmars24.pdf,17,131,"31,97",7725,410,24166,2652,26818,59
Dagsalgsrapportmars24.pdf,15,453,"61,73",7252,734,11747,2055,13802,16
Dagsalgsrapportmars24.pdf,18,-18,"-7,13",-1060,252,14858,2431,17289,59
Dagsalgsrapportmars24.pdf,16,19,17,441,"59,12",5292,746,8951,2798
Dagsalgsrapportmars24.pdf,12,20,147,"32,91",5732,447,17417,649,18066
Dagsalgsrapportmars24.pdf,18,375,"63,68",5622,589,8828,1686,10514,15
Dagsalgsrapportmars24.pdf,21,161,"37,96",2891,423,7617,2064,9681,18
Dagsalgsrapportmars24.pdf,19,413,"61,80",2889,668,4674,935,5610,7
Dagsalgsrapportmars24.pdf,22,110,"31,20",2867,353,9190,1571,10762,26
Dagsalgsrapportmars24.pdf,20,158,"32,22",5834,489,18105,2602,20706,37
Dagsalgsrapportmars24.pdf,23,137,"30,39",3960,449,13029,2869,15898,29
Dagsalgsrapportmars24.pdf,21,160,"35,46",3674,450,10360,2614,12974,23
Dagsalgsrapportmars24.pdf,24,263,"49,72",6039,528,12146,3085,15231,23
Dagsalgsrapportmars24.pdf,22,138,"32,50",4837,425,14884,3510,18394,35
Dagsalgsrapportmars24.pdf,25,169,"38,04",5080,445,13354,2877,16231,30
Dagsalgsrapportmars24.pdf,23,26,24,436,"66,58",2181,655,3276,502
Dagsalgsrapportmars24.pdf,5,27,233,"46,91",7909,496,16860,4218,21078
Dagsalgsrapportmars24.pdf,25,514,"65,79",4627,781,7033,1334,8367,9
Dagsalgsrapportmars24.pdf,28,266,"47,28",5329,564,11270,3738,15009,20
Dagsalgsrapportmars24.pdf,26,550,"68,02",2201,809,3236,642,3878,4
Dagsalgsrapportmars24.pdf,29,335,"48,51",4692,691,9672,1277,10949,14
Dagsalgsrapportmars24.pdf,27,569,"65,40",2274,869,3477,600,4077,4
Dagsalgsrapportmars24.pdf,30,28,437,"54,55",6984,800,12803,1621,14424
Dagsalgsrapportmars24.pdf,16,31,29,355,"50,75",7099,699,13987,946
Dagsalgsrapportmars24.pdf,20,31 30,-----------------------------------------------------------------,-----------------------------------------------------------------,118,"29,63",100553,399,339379
Dagsalgsrapportmars24.pdf,11,"-1,27",-4124,14,Rek,"-1,92",-6519,-158,"-1,29"
Dagsalgsrapportmars24.pdf,23,C+S,,,,,,,
Dagsalgsrapportmars25.pdf,1,Side,10:26,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportmars25.pdf,1,137,"31,61",5607,433,17737,5904,23641,41
Dagsalgsrapportmars25.pdf,2,186,"39,01",5585,477,14318,2630,16948,30
Dagsalgsrapportmars25.pdf,1,3,2,106,"28,47",3078,373,10810,3045
Dagsalgsrapportmars25.pdf,29,4,261,"44,42",6252,586,14074,1150,15225
Dagsalgsrapportmars25.pdf,24,3,154,"33,47",3230,460,9650,1587,11238
Dagsalgsrapportmars25.pdf,21,5,261,"39,63",6781,658,17111,1225,18336
Dagsalgsrapportmars25.pdf,26,4,220,"43,91",4174,500,9506,302,9808
Dagsalgsrapportmars25.pdf,19,6,286,"44,35",4859,645,10957,2918,13875
Dagsalgsrapportmars25.pdf,17,5,321,"47,56",5131,674,10788,1283,12071
Dagsalgsrapportmars25.pdf,16,7,346,"51,12",4495,676,8793,882,9675
Dagsalgsrapportmars25.pdf,13,6,273,"45,72",9274,597,20282,2402,22684
Dagsalgsrapportmars25.pdf,8,172,"37,70",5667,455,15030,1822,16852,33
Dagsalgsrapportmars25.pdf,7,304,"48,51",5161,626,10639,1652,12291,17
Dagsalgsrapportmars25.pdf,9,258,"44,04",12147,587,27584,3551,31135,47
Dagsalgsrapportmars25.pdf,8,10,9,297,"49,52",5347,600,10798,1027
Dagsalgsrapportmars25.pdf,18,11,179,"39,30",3409,457,8674,549,9222
Dagsalgsrapportmars25.pdf,19,10,242,"43,15",4841,561,11220,-457,10763
Dagsalgsrapportmars25.pdf,20,12,283,"44,99",4819,630,10711,5132,15843
Dagsalgsrapportmars25.pdf,17,11,279,"45,89",4743,608,10336,3429,13765
Dagsalgsrapportmars25.pdf,17,13,230,"44,06",7593,522,17232,2444,19676
Dagsalgsrapportmars25.pdf,12,196,"41,91",8805,467,21009,607,21616,45
Dagsalgsrapportmars25.pdf,14,278,"47,55",6664,584,14014,1601,15615,24
Dagsalgsrapportmars25.pdf,13,131,"31,97",7725,410,24166,2652,26818,59
Dagsalgsrapportmars25.pdf,15,286,"49,68",7727,576,15554,978,16532,27
Dagsalgsrapportmars25.pdf,14,-18,"-7,13",-1060,252,14858,2431,17289,59
Dagsalgsrapportmars25.pdf,16,213,"41,92",9808,509,23395,2351,25746,46
Dagsalgsrapportmars25.pdf,15,17,16,147,"32,91",5732,447,17417,649
Dagsalgsrapportmars25.pdf,18,156,"34,07",6565,459,19268,1044,20312,42
Dagsalgsrapportmars25.pdf,17,161,"37,96",2891,423,7617,2064,9681,18
Dagsalgsrapportmars25.pdf,19,195,"39,31",11704,496,29770,2500,32270,60
Dagsalgsrapportmars25.pdf,18,110,"31,20",2867,353,9190,1571,10762,26
Dagsalgsrapportmars25.pdf,20,241,"44,74",13246,538,29608,3372,32980,55
Dagsalgsrapportmars25.pdf,19,137,"30,39",3960,449,13029,2869,15898,29
Dagsalgsrapportmars25.pdf,21,158,"33,83",11684,467,34541,4808,39349,74
Dagsalgsrapportmars25.pdf,20,263,"49,72",6039,528,12146,3085,15231,23
Dagsalgsrapportmars25.pdf,22,225,"41,99",15500,535,36913,5501,42414,69
Dagsalgsrapportmars25.pdf,21,169,"38,04",5080,445,13354,2877,16231,30
Dagsalgsrapportmars25.pdf,23,279,"48,62",21505,574,44227,5613,49840,77
Dagsalgsrapportmars25.pdf,22,24,23,233,"46,91",7909,496,16860,4218
Dagsalgsrapportmars25.pdf,25,419,"50,32",10887,832,21637,2034,23671,26
Dagsalgsrapportmars25.pdf,24,266,"47,28",5329,564,11270,3738,15009,20
Dagsalgsrapportmars25.pdf,26,439,"51,52",10535,852,20449,2165,22614,24
Dagsalgsrapportmars25.pdf,25,335,"48,51",4692,691,9672,1277,10949,14
Dagsalgsrapportmars25.pdf,27,376,"51,98",9407,724,18098,1882,19980,25
Dagsalgsrapportmars25.pdf,26,28,388,"54,89",12425,707,22634,1778,24412
Dagsalgsrapportmars25.pdf,27,29,341,"49,10",9556,695,19462,2087,21549
Dagsalgsrapportmars25.pdf,28,28,355,"50,75",7099,699,13987,946,14934
Dagsalgsrapportmars25.pdf,20,30,340,"49,51",16000,688,32319,3177,35496
Dagsalgsrapportmars25.pdf,29,31,30,392,"52,72",10185,743,19320,1861
Dagsalgsrapportmars25.pdf,26,31,-----------------------------------------------------------------,-----------------------------------------------------------------,180,"38,06",122779,472,322618
Dagsalgsrapportmars25.pdf,14,"-1,06",-5800,18,Rek,"-1,29",-4164,-11,"-0,85"
Dagsalgsrapportnovember23.pdf,1,Side,10:12,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportnovember23.pdf,5,1,439,"57,44",4827,764,8403,384,8787
Dagsalgsrapportnovember23.pdf,11,2,613,"59,57",18992,1028,31879,3071,34950
Dagsalgsrapportnovember23.pdf,31,1,497,"57,39",5472,867,9535,350,9886
Dagsalgsrapportnovember23.pdf,11,3,510,"61,38",13769,831,22431,3206,25638
Dagsalgsrapportnovember23.pdf,27,2,497,"60,13",4469,826,7433,512,7945
Dagsalgsrapportnovember23.pdf,9,4,586,"59,10",19328,991,32702,2411,35113
Dagsalgsrapportnovember23.pdf,3,406,"57,34",6085,707,10612,278,10890,15
Dagsalgsrapportnovember23.pdf,5,500,"61,28",18489,815,30170,2603,32774,37
Dagsalgsrapportnovember23.pdf,4,6,5,551,"58,34",6608,944,11326,583
Dagsalgsrapportnovember23.pdf,12,7,406,"63,96",7308,635,11426,3444,14870
Dagsalgsrapportnovember23.pdf,18,6,370,"59,60",3700,621,6208,565,6773
Dagsalgsrapportnovember23.pdf,10,8,401,"60,41",4415,664,7308,6230,13538
Dagsalgsrapportnovember23.pdf,11,7,405,"59,27",4859,683,8198,77,8275
Dagsalgsrapportnovember23.pdf,12,9,566,"60,19",7927,941,13170,1560,14730
Dagsalgsrapportnovember23.pdf,14,8,436,"58,47",6542,746,11188,737,11925
Dagsalgsrapportnovember23.pdf,15,10,468,"59,61",5612,785,9414,2312,11726
Dagsalgsrapportnovember23.pdf,12,9,466,"61,87",4655,752,7524,1338,8862
Dagsalgsrapportnovember23.pdf,10,11,608,"60,91",13973,997,22941,3338,26278
Dagsalgsrapportnovember23.pdf,23,10,417,"61,99",5008,673,8078,2233,10311
Dagsalgsrapportnovember23.pdf,12,12,564,"60,65",15221,930,25098,7227,32326
